query_gene	BiGG_gene	score	gene	protein	reaction	model
	iSDY_1059.SDY_4013		G_SDY_4013	P_SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4013		G_SDY_4013	P_SDY_4009+SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4014		G_SDY_4014	P_SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4014		G_SDY_4014	P_SDY_4009+SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4015		G_SDY_4015	P_SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4015		G_SDY_4015	P_SDY_4009+SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4016		G_SDY_4016	P_SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4016		G_SDY_4016	P_SDY_4009+SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4017		G_SDY_4017	P_SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4017		G_SDY_4017	P_SDY_4009+SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_4009		G_SDY_4009	P_SDY_4009+SDY_4010+SDY_4011+SDY_4012+SDY_4013+SDY_4014+SDY_4015+SDY_4016+SDY_4017	R_ATPS4rpp	iSDY_1059
	iSDY_1059.SDY_1136		G_SDY_1136	P_SDY_1136	R_EDA	iSDY_1059
	iSDY_1059.SDY_1136		G_SDY_1136	P_SDY_1136	R_OAADC	iSDY_1059
	iSDY_1059.SDY_1137		G_SDY_1137	P_SDY_1137	R_EDD	iSDY_1059
	iSDY_1059.SDY_0305		G_SDY_0305	P_SDY_0305	R_DPR	iSDY_1059
	iSDY_1059.SDY_3974		G_SDY_3974	P_SDY_3974	R_DPR	iSDY_1059
	iSDY_1059.SDY_3974		G_SDY_3974	P_SDY_3974	R_KARA1	iSDY_1059
	iSDY_1059.SDY_3974		G_SDY_3974	P_SDY_3974	R_KARA2	iSDY_1059
	iSDY_1059.SDY_4641		G_SDY_4641	P_SDY_4641	R_DRPA	iSDY_1059
	iSDY_1059.SDY_2996		G_SDY_2996	P_SDY_2996	R_ENO	iSDY_1059
	iSDY_1059.SDY_0511		G_SDY_0511	P_SDY_0511	R_ENTCS	iSDY_1059
	iSDY_1059.SDY_0513		G_SDY_0513	P_SDY_0513	R_ENTERES	iSDY_1059
	iSDY_1059.SDY_0513		G_SDY_0513	P_SDY_0513	R_ENTERES2	iSDY_1059
	iSDY_1059.SDY_0513		G_SDY_0513	P_SDY_0513	R_ENTERH	iSDY_1059
	iSDY_1059.SDY_1828		G_SDY_1828	P_SDY_1828	R_DTARTD	iSDY_1059
	iSDY_1059.SDY_1828		G_SDY_1828	P_SDY_1828	R_FUM	iSDY_1059
	iSDY_1059.SDY_2052		G_SDY_2052	P_SDY_2052	R_DTMPK	iSDY_1059
	iSDY_1059.SDY_2140		G_SDY_2140	P_SDY_2140+preA	R_DURADx	iSDY_1059
	iSDY_1059.preA		G_preA	P_SDY_2140+preA	R_DURADx	iSDY_1059
	iSDY_1059.SDY_1290		G_SDY_1290	P_SDY_1290	R_DURIK1	iSDY_1059
	iSDY_1059.SDY_1290		G_SDY_1290	P_SDY_1290	R_TMDK1	iSDY_1059
	iSDY_1059.SDY_4642		G_SDY_4642	P_SDY_4642	R_DURIPP	iSDY_1059
	iSDY_1059.SDY_4642		G_SDY_4642	P_SDY_4642	R_TMDPP	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_DURIPP	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_PUNP1	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_PUNP2	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_PUNP3	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_PUNP4	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_PUNP5	iSDY_1059
	iSDY_1059.SDY_4644		G_SDY_4644	P_SDY_4644	R_PUNP6	iSDY_1059
	iSDY_1059.SDY_2320		G_SDY_2320	P_SDY_2320+SDY_2323+SDY_2324	R_ETHSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2320		G_SDY_2320	P_SDY_2320+SDY_2323+SDY_2324	R_BUTSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2320		G_SDY_2320	P_SDY_2320+SDY_2323+SDY_2324	R_ISETACabcpp	iSDY_1059
	iSDY_1059.SDY_2320		G_SDY_2320	P_SDY_2320+SDY_2323+SDY_2324	R_MSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2320		G_SDY_2320	P_SDY_2320+SDY_2323+SDY_2324	R_SULFACabcpp	iSDY_1059
	iSDY_1059.SDY_2323		G_SDY_2323	P_SDY_2320+SDY_2323+SDY_2324	R_ETHSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2323		G_SDY_2323	P_SDY_2320+SDY_2323+SDY_2324	R_BUTSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2323		G_SDY_2323	P_SDY_2320+SDY_2323+SDY_2324	R_ISETACabcpp	iSDY_1059
	iSDY_1059.SDY_2323		G_SDY_2323	P_SDY_2320+SDY_2323+SDY_2324	R_MSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2323		G_SDY_2323	P_SDY_2320+SDY_2323+SDY_2324	R_SULFACabcpp	iSDY_1059
	iSDY_1059.SDY_2324		G_SDY_2324	P_SDY_2320+SDY_2323+SDY_2324	R_ETHSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2324		G_SDY_2324	P_SDY_2320+SDY_2323+SDY_2324	R_BUTSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2324		G_SDY_2324	P_SDY_2320+SDY_2323+SDY_2324	R_ISETACabcpp	iSDY_1059
	iSDY_1059.SDY_2324		G_SDY_2324	P_SDY_2320+SDY_2323+SDY_2324	R_MSO3abcpp	iSDY_1059
	iSDY_1059.SDY_2324		G_SDY_2324	P_SDY_2320+SDY_2323+SDY_2324	R_SULFACabcpp	iSDY_1059
	iSDY_1059.SDY_4070		G_SDY_4070	P_SDY_4070	R_DUTPDP	iSDY_1059
	iSDY_1059.SDY_0189		G_SDY_0189	P_SDY_0189	R_DXPRIi	iSDY_1059
	iSDY_1059.SDY_0310		G_SDY_0310	P_SDY_0310	R_DXPS	iSDY_1059
	iSDY_1059.SDY_0762		G_SDY_0762	P_SDY_0762	R_F6PA	iSDY_1059
	iSDY_1059.SDY_3781		G_SDY_3781	P_SDY_3781	R_F6PA	iSDY_1059
	iSDY_1059.ybiV		G_ybiV	P_ybiV	R_F6PP	iSDY_1059
	iSDY_1059.ybiV		G_ybiV	P_ybiV	R_G3PT	iSDY_1059
	iSDY_1059.ybiV		G_ybiV	P_ybiV	R_G6PP	iSDY_1059
	iSDY_1059.ybiV		G_ybiV	P_ybiV	R_MN6PP	iSDY_1059
	iSDY_1059.ybiV		G_ybiV	P_ybiV	R_R5PP	iSDY_1059
	iSDY_1059.SDY_4147		G_SDY_4147	P_SDY_4147	R_F6Pt6_2pp	iSDY_1059
	iSDY_1059.SDY_4147		G_SDY_4147	P_SDY_4147	R_G6Pt6_2pp	iSDY_1059
	iSDY_1059.SDY_4147		G_SDY_4147	P_SDY_4147	R_GAM6Pt6_2pp	iSDY_1059
	iSDY_1059.SDY_4147		G_SDY_4147	P_SDY_4147	R_MAN6Pt6_2pp	iSDY_1059
	iSDY_1059.SDY_1488		G_SDY_1488	P_SDY_1488	R_E4PD	iSDY_1059
	iSDY_1059.SDY_1488		G_SDY_1488	P_SDY_1488	R_GAPD	iSDY_1059
	iSDY_1059.SDY_3155		G_SDY_3155	P_SDY_3155	R_E4PD	iSDY_1059
	iSDY_1059.acpH		G_acpH	P_acpH	R_FA120ACPHi	iSDY_1059
	iSDY_1059.acpH		G_acpH	P_acpH	R_FA141ACPHi	iSDY_1059
	iSDY_1059.acpH		G_acpH	P_acpH	R_FA161ACPHi	iSDY_1059
	iSDY_1059.acpH		G_acpH	P_acpH	R_FA80ACPHi	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE100	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE120	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE140	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE141	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE160	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE161	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE180	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE181	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE60	iSDY_1059
	iSDY_1059.SDY_0389		G_SDY_0389	P_SDY_0389	R_FACOAE80	iSDY_1059
WP_014975999.1	iSDY_1059.SDY_4385	515.0	G_SDY_4385	P_SDY_4385	R_BPNT	iSDY_1059
	iSDY_1059.SDY_0519		G_SDY_0519	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FEENTERabcpp	iSDY_1059
	iSDY_1059.SDY_0519		G_SDY_0519	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FE3DHBZSabcpp	iSDY_1059
	iSDY_1059.SDY_0519		G_SDY_0519	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS4FEabcpp	iSDY_1059
	iSDY_1059.SDY_0519		G_SDY_0519	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS2FEabcpp	iSDY_1059
	iSDY_1059.SDY_0520		G_SDY_0520	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FEENTERabcpp	iSDY_1059
	iSDY_1059.SDY_0520		G_SDY_0520	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FE3DHBZSabcpp	iSDY_1059
	iSDY_1059.SDY_0520		G_SDY_0520	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS4FEabcpp	iSDY_1059
	iSDY_1059.SDY_0520		G_SDY_0520	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS2FEabcpp	iSDY_1059
	iSDY_1059.SDY_0521		G_SDY_0521	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FEENTERabcpp	iSDY_1059
	iSDY_1059.SDY_0521		G_SDY_0521	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FE3DHBZSabcpp	iSDY_1059
	iSDY_1059.SDY_0521		G_SDY_0521	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS4FEabcpp	iSDY_1059
	iSDY_1059.SDY_0521		G_SDY_0521	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS2FEabcpp	iSDY_1059
	iSDY_1059.SDY_0523		G_SDY_0523	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FEENTERabcpp	iSDY_1059
	iSDY_1059.SDY_0523		G_SDY_0523	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_FE3DHBZSabcpp	iSDY_1059
	iSDY_1059.SDY_0523		G_SDY_0523	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS4FEabcpp	iSDY_1059
	iSDY_1059.SDY_0523		G_SDY_0523	P_SDY_0519+SDY_0520+SDY_0521+SDY_0523	R_SALCHS2FEabcpp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL100t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL120t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL140t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL141t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL160t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL161t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL180t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL181t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL60t2pp	iSDY_1059
	iSDY_1059.SDY_1709		G_SDY_1709	P_SDY_1709	R_FACOAL80t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL100t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL120t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL140t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL141t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL160t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL161t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL180t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL181t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL60t2pp	iSDY_1059
	iSDY_1059.fadK		G_fadK	P_fadK	R_FACOAL80t2pp	iSDY_1059
WP_061486703.1	iSDY_1059.SDY_0512	1488.0	G_SDY_0512	P_SDY_0512+SDY_1316+SDY_3067+SDY_3068	R_FEENTERtonex	iSDY_1059
	iSDY_1059.SDY_0522		G_SDY_0522	P_SDY_0522	R_FEENTERtpp	iSDY_1059
	iSDY_1059.SDY_4625		G_SDY_4625	P_SDY_4625	R_FEOXAMR1	iSDY_1059
	iSDY_1059.SDY_4625		G_SDY_4625	P_SDY_4625	R_FEOXAMR2	iSDY_1059
	iSDY_1059.SDY_4625		G_SDY_4625	P_SDY_4625	R_FEOXAMR3	iSDY_1059
	iSDY_1059.SDY_3901		G_SDY_3901	P_SDY_3901	R_FADRx	iSDY_1059
	iSDY_1059.SDY_3901		G_SDY_3901	P_SDY_3901	R_FLVR	iSDY_1059
	iSDY_1059.SDY_3901		G_SDY_3901	P_SDY_3901	R_FLVRx	iSDY_1059
	iSDY_1059.SDY_3901		G_SDY_3901	P_SDY_3901	R_FMNRx	iSDY_1059
	iSDY_1059.SDY_3901		G_SDY_3901	P_SDY_3901	R_FMNRx2	iSDY_1059
	iSDY_1059.SDY_3901		G_SDY_3901	P_SDY_3901	R_FE3Ri	iSDY_1059
	iSDY_1059.SDY_2965		G_SDY_2965	P_SDY_2965+SDY_2966	R_FADRx2	iSDY_1059
	iSDY_1059.SDY_2965		G_SDY_2965	P_SDY_2965+SDY_2966	R_FLVR	iSDY_1059
	iSDY_1059.SDY_2965		G_SDY_2965	P_SDY_2965+SDY_2966	R_FMNRx2	iSDY_1059
	iSDY_1059.SDY_2965		G_SDY_2965	P_SDY_2965+SDY_2966	R_SULR	iSDY_1059
	iSDY_1059.SDY_2966		G_SDY_2966	P_SDY_2965+SDY_2966	R_FADRx2	iSDY_1059
	iSDY_1059.SDY_2966		G_SDY_2966	P_SDY_2965+SDY_2966	R_FLVR	iSDY_1059
	iSDY_1059.SDY_2966		G_SDY_2966	P_SDY_2965+SDY_2966	R_FMNRx2	iSDY_1059
	iSDY_1059.SDY_2966		G_SDY_2966	P_SDY_2965+SDY_2966	R_SULR	iSDY_1059
	iSDY_1059.SDY_0503		G_SDY_0503	P_SDY_0503+SDY_0504+SDY_0505	R_BUTSO3abcpp	iSDY_1059
	iSDY_1059.SDY_0503		G_SDY_0503	P_SDY_0503+SDY_0504+SDY_0505	R_ISETACabcpp	iSDY_1059
	iSDY_1059.SDY_0503		G_SDY_0503	P_SDY_0503+SDY_0504+SDY_0505	R_TAURabcpp	iSDY_1059
	iSDY_1059.SDY_0504		G_SDY_0504	P_SDY_0503+SDY_0504+SDY_0505	R_BUTSO3abcpp	iSDY_1059
	iSDY_1059.SDY_0504		G_SDY_0504	P_SDY_0503+SDY_0504+SDY_0505	R_ISETACabcpp	iSDY_1059
	iSDY_1059.SDY_0504		G_SDY_0504	P_SDY_0503+SDY_0504+SDY_0505	R_TAURabcpp	iSDY_1059
	iSDY_1059.SDY_0505		G_SDY_0505	P_SDY_0503+SDY_0504+SDY_0505	R_BUTSO3abcpp	iSDY_1059
	iSDY_1059.SDY_0505		G_SDY_0505	P_SDY_0503+SDY_0504+SDY_0505	R_ISETACabcpp	iSDY_1059
	iSDY_1059.SDY_0505		G_SDY_0505	P_SDY_0503+SDY_0504+SDY_0505	R_TAURabcpp	iSDY_1059
	iSDY_1059.SDY_0166		G_SDY_0166	P_SDY_0166+SDY_1316+SDY_3067+SDY_3068	R_FEOXAMtonex	iSDY_1059
	iSDY_1059.SDY_0166		G_SDY_0166	P_SDY_0166+SDY_1316+SDY_3067+SDY_3068	R_FE3HOXtonex	iSDY_1059
	iSDY_1059.SDY_4379		G_SDY_4379	P_SDY_4379	R_FESR	iSDY_1059
	iSDY_1059.SDY_2270		G_SDY_2270	P_SDY_2270	R_FBA	iSDY_1059
	iSDY_1059.SDY_3157		G_SDY_3157	P_SDY_3157	R_FBA	iSDY_1059
	iSDY_1059.SDY_3157		G_SDY_3157	P_SDY_3157	R_FBA3	iSDY_1059
	iSDY_1059.SDY_3819		G_SDY_3819	P_SDY_3819	R_FBP	iSDY_1059
	iSDY_1059.SDY_4250		G_SDY_4250	P_SDY_4250	R_FBP	iSDY_1059
	iSDY_1059.SDY_3020		G_SDY_3020	P_SDY_3020	R_FCI	iSDY_1059
	iSDY_1059.SDY_3020		G_SDY_3020	P_SDY_3020	R_ARABDI	iSDY_1059
	iSDY_1059.SDY_3021		G_SDY_3021	P_SDY_3021	R_FCLK	iSDY_1059
	iSDY_1059.SDY_3017		G_SDY_3017	P_SDY_3017	R_FCLPA	iSDY_1059
	iSDY_1059.SDY_0444		G_SDY_0444	P_SDY_0444	R_FCLT	iSDY_1059
	iSDY_1059.SDY_2321		G_SDY_2321	P_SDY_2321	R_FDMO	iSDY_1059
	iSDY_1059.SDY_2321		G_SDY_2321	P_SDY_2321	R_FDMO2	iSDY_1059
	iSDY_1059.SDY_2321		G_SDY_2321	P_SDY_2321	R_FDMO3	iSDY_1059
	iSDY_1059.SDY_2321		G_SDY_2321	P_SDY_2321	R_FDMO4	iSDY_1059
	iSDY_1059.SDY_2321		G_SDY_2321	P_SDY_2321	R_FDMO6	iSDY_1059
	iSDY_1059.SDY_0047		G_SDY_0047	P_SDY_0047	R_FMNAT	iSDY_1059
	iSDY_1059.SDY_0047		G_SDY_0047	P_SDY_0047	R_RBFK	iSDY_1059
	iSDY_1059.SDY_2319		G_SDY_2319	P_SDY_2319	R_FMNRx	iSDY_1059
	iSDY_1059.SDY_2319		G_SDY_2319	P_SDY_2319	R_FMNRx2	iSDY_1059
	iSDY_1059.SDY_3667		G_SDY_3667	P_SDY_3667	R_FE2abcpp	iSDY_1059
	iSDY_1059.SDY_3170		G_SDY_3170	P_SDY_3170	R_FOMETRi	iSDY_1059
	iSDY_1059.SDY_2572		G_SDY_2572	P_SDY_2572	R_FORCT	iSDY_1059
	iSDY_1059.SDY_2357		G_SDY_2357	P_SDY_2357	R_FORt2pp	iSDY_1059
	iSDY_1059.SDY_2357		G_SDY_2357	P_SDY_2357	R_FORtppi	iSDY_1059
	iSDY_1059.SDY_2681		G_SDY_2681	P_SDY_2681	R_FORt2pp	iSDY_1059
	iSDY_1059.SDY_2681		G_SDY_2681	P_SDY_2681	R_FORtppi	iSDY_1059
	iSDY_1059.SDY_2588		G_SDY_2588	P_SDY_2588	R_FE2t2pp	iSDY_1059
	iSDY_1059.SDY_2588		G_SDY_2588	P_SDY_2588	R_MNt2pp	iSDY_1059
	iSDY_1059.SDY_4395		G_SDY_4395	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD2	iSDY_1059
	iSDY_1059.SDY_4395		G_SDY_4395	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD3	iSDY_1059
	iSDY_1059.SDY_4396		G_SDY_4396	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD2	iSDY_1059
	iSDY_1059.SDY_4396		G_SDY_4396	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD3	iSDY_1059
	iSDY_1059.SDY_4397		G_SDY_4397	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD2	iSDY_1059
	iSDY_1059.SDY_4397		G_SDY_4397	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD3	iSDY_1059
	iSDY_1059.SDY_4398		G_SDY_4398	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD2	iSDY_1059
	iSDY_1059.SDY_4398		G_SDY_4398	P_SDY_4395+SDY_4396+SDY_4397+SDY_4398	R_FRD3	iSDY_1059
	iSDY_1059.SDY_2316		G_SDY_2316	P_SDY_2316	R_FRUK	iSDY_1059
	iSDY_1059.SDY_2315		G_SDY_2315	P_SDY_2315+SDY_2317+SDY_2612+SDY_2613	R_FRUptspp	iSDY_1059
	iSDY_1059.SDY_2317		G_SDY_2317	P_SDY_2315+SDY_2317+SDY_2612+SDY_2613	R_FRUptspp	iSDY_1059
	iSDY_1059.SDY_4297		G_SDY_4297	P_SDY_1316+SDY_3067+SDY_3068+SDY_4297	R_FE3DCITtonex	iSDY_1059
	iSDY_1059.SDY_0792		G_SDY_0792	P_SDY_0792+SDY_1316+SDY_3067+SDY_3068	R_FE3DHBZStonex	iSDY_1059
	iSDY_1059.SDY_1284		G_SDY_1284	P_SDY_1284	R_FTHFD	iSDY_1059
	iSDY_1059.SDY_1827		G_SDY_1827	P_SDY_1827	R_FUM	iSDY_1059
	iSDY_1059.SDY_4018		G_SDY_4018	P_SDY_4018	R_G1PACT	iSDY_1059
	iSDY_1059.SDY_4018		G_SDY_4018	P_SDY_4018	R_UAGDP	iSDY_1059
	iSDY_1059.SDY_0978		G_SDY_0978	P_SDY_0978	R_G1PPpp	iSDY_1059
	iSDY_1059.SDY_0978		G_SDY_0978	P_SDY_0978	R_GAL1PPpp	iSDY_1059
	iSDY_1059.SDY_0170		G_SDY_0170	P_SDY_0170	R_G1SAT	iSDY_1059
	iSDY_1059.SDY_1266		G_SDY_1266	P_SDY_1266	R_CA2t3pp	iSDY_1059
	iSDY_1059.SDY_1266		G_SDY_1266	P_SDY_1266	R_Kt3pp	iSDY_1059
	iSDY_1059.SDY_1266		G_SDY_1266	P_SDY_1266	R_NAt3pp	iSDY_1059
	iSDY_1059.SDY_2729		G_SDY_2729	P_SDY_2729	R_G2PP	iSDY_1059
	iSDY_1059.SDY_2729		G_SDY_2729	P_SDY_2729	R_MI1PP	iSDY_1059
	iSDY_1059.SDY_4533		G_SDY_4533	P_SDY_2056+SDY_4533	R_G3PAT120	iSDY_1059
	iSDY_1059.SDY_4533		G_SDY_4533	P_SDY_2056+SDY_4533	R_G3PAT141	iSDY_1059
	iSDY_1059.SDY_4533		G_SDY_4533	P_SDY_2056+SDY_4533	R_G3PAT161	iSDY_1059
	iSDY_1059.SDY_3377		G_SDY_3377	P_SDY_3377	R_CAt6pp	iSDY_1059
	iSDY_1059.garP		G_garP	P_garP	R_GLCRt2rpp	iSDY_1059
	iSDY_1059.garP		G_garP	P_garP	R_GALCTt2rpp	iSDY_1059
	iSDY_1059.garP		G_garP	P_garP	R_GLYCAt2rpp	iSDY_1059
	iSDY_1059.garP		G_garP	P_garP	R_4HOXPACt2pp	iSDY_1059
	iSDY_1059.gudP		G_gudP	P_gudP	R_GLCRt2rpp	iSDY_1059
	iSDY_1059.gudP		G_gudP	P_gudP	R_GALCTt2rpp	iSDY_1059
	iSDY_1059.gudP		G_gudP	P_gudP	R_GLYCAt2rpp	iSDY_1059
	iSDY_1059.SDY_4041		G_SDY_4041	P_SDY_4041	R_G3PD2	iSDY_1059
	iSDY_1059.SDY_3649		G_SDY_3649	P_SDY_3649	R_G3PD5	iSDY_1059
	iSDY_1059.SDY_2436		G_SDY_2436	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD5	iSDY_1059
	iSDY_1059.SDY_2436		G_SDY_2436	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD6	iSDY_1059
	iSDY_1059.SDY_2436		G_SDY_2436	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD7	iSDY_1059
	iSDY_1059.SDY_2437		G_SDY_2437	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD5	iSDY_1059
	iSDY_1059.SDY_2437		G_SDY_2437	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD6	iSDY_1059
	iSDY_1059.SDY_2437		G_SDY_2437	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD7	iSDY_1059
	iSDY_1059.SDY_2438		G_SDY_2438	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD5	iSDY_1059
	iSDY_1059.SDY_2438		G_SDY_2438	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD6	iSDY_1059
	iSDY_1059.SDY_2438		G_SDY_2438	P_SDY_2436+SDY_2437+SDY_2438	R_G3PD7	iSDY_1059
	iSDY_1059.SDY_3278		G_SDY_3278	P_SDY_3278	R_GLCURt2rpp	iSDY_1059
	iSDY_1059.SDY_3278		G_SDY_3278	P_SDY_3278	R_GALURt2rpp	iSDY_1059
	iSDY_1059.SDY_1842		G_SDY_1842	P_SDY_1842+SDY_2612+SDY_2613+SDY_2614	R_GLCptspp	iSDY_1059
	iSDY_1059.SDY_1842		G_SDY_1842	P_SDY_1842+SDY_2612+SDY_2613+SDY_2614	R_MALTptspp	iSDY_1059
	iSDY_1059.SDY_3129		G_SDY_3129	P_SDY_3129	R_GLCt2pp	iSDY_1059
	iSDY_1059.SDY_3129		G_SDY_3129	P_SDY_3129	R_GALt2pp	iSDY_1059
	iSDY_1059.SDY_3577		G_SDY_3577	P_SDY_3577	R_GLDBRAN2	iSDY_1059
	iSDY_1059.SDY_0473		G_SDY_0473	P_SDY_0473	R_G5SD	iSDY_1059
	iSDY_1059.SDY_0612		G_SDY_0612	P_SDY_0612	R_G6PDA	iSDY_1059
	iSDY_1059.SDY_3576		G_SDY_3576	P_SDY_3576	R_GLGC	iSDY_1059
