protein	reaction	model	GPR	score
P_YPO3660	R_DHQTi	iPC815		0.0
P_YPO3696	R_TRE6PH	iPC815		0.0
P_YPO3711	R_14GLUCANtexi	iPC815		0.0
P_YPO3711	R_MALTHXtexi	iPC815		0.0
P_YPO3711	R_MALTPTtexi	iPC815		0.0
P_YPO3711	R_MALTTRtexi	iPC815		0.0
P_YPO3711	R_MALTTTRtexi	iPC815		0.0
P_YPO3711	R_MALTtexi	iPC815		0.0
P_YPO3712+YPO3714+YPO3715+YPO3716	R_14GLUCANabcpp	iPC815		0.0
P_YPO3712+YPO3714+YPO3715+YPO3716	R_MALTHXabcpp	iPC815		0.0
P_YPO3712+YPO3714+YPO3715+YPO3716	R_MALTPTabcpp	iPC815		0.0
P_YPO3712+YPO3714+YPO3715+YPO3716	R_MALTTRabcpp	iPC815		0.0
P_YPO3712+YPO3714+YPO3715+YPO3716	R_MALTTTRabcpp	iPC815		0.0
P_YPO3712+YPO3714+YPO3715+YPO3716	R_MALTabcpp	iPC815		0.0
P_YPO3718	R_PGI	iPC815		0.0
P_YPO3719	R_ASPK	iPC815	WP_014948303.1	856.0
P_YPO3722	R_METS	iPC815		0.0
P_YPO3725	R_ICL	iPC815		0.0
P_YPO3726	R_MALS	iPC815		0.0
P_YPO3727	R_HSST	iPC815		0.0
P_YPO3728	R_AICART	iPC815	WP_061487019.1	1041.0
P_YPO3728	R_IMPC	iPC815	WP_061487019.1	1041.0
P_YPO3729	R_PRAGSr	iPC815	WP_061486808.1	824.0
P_YPO3734	R_UPPDC1	iPC815	WP_061486734.1	725.0
P_YPO3736	R_NADDP	iPC815	WP_080760052.1	547.0
P_YPO3739	R_AMPMS2	iPC815		0.0
P_YPO3740	R_TMPPP	iPC815		0.0
P_YPO3758	R_PNTK	iPC815		0.0
P_YPO3760	R_UAPGR	iPC815		0.0
P_YPO3761	R_PPPGO	iPC815		0.0
P_YPO3761	R_PPPGO3	iPC815		0.0
P_YPO3766	R_CTECOAI6	iPC815		0.0
P_YPO3766	R_CTECOAI7	iPC815		0.0
P_YPO3766	R_CTECOAI8	iPC815		0.0
P_YPO3766	R_ECOAH1	iPC815		0.0
P_YPO3766	R_ECOAH2	iPC815		0.0
P_YPO3766	R_ECOAH3	iPC815		0.0
P_YPO3766	R_ECOAH4	iPC815		0.0
P_YPO3766	R_ECOAH5	iPC815		0.0
P_YPO3766	R_ECOAH6	iPC815		0.0
P_YPO3766	R_ECOAH7	iPC815		0.0
P_YPO3766	R_ECOAH8	iPC815		0.0
P_YPO3766	R_HACD1i	iPC815		0.0
P_YPO3766	R_HACD2i	iPC815		0.0
P_YPO3766	R_HACD3i	iPC815		0.0
P_YPO3766	R_HACD4i	iPC815		0.0
P_YPO3766	R_HACD5i	iPC815		0.0
P_YPO3766	R_HACD6i	iPC815		0.0
P_YPO3766	R_HACD7i	iPC815		0.0
P_YPO3766	R_HACD8i	iPC815		0.0
P_YPO3767	R_ACACT10	iPC815		0.0
P_YPO3767	R_ACACT11	iPC815		0.0
P_YPO3767	R_ACACT12	iPC815		0.0
P_YPO3767	R_ACACT13	iPC815		0.0
P_YPO3767	R_ACACT8	iPC815		0.0
P_YPO3767	R_ACACT8r	iPC815		0.0
P_YPO3767	R_ACACT9	iPC815		0.0
P_YPO3767	R_KAT1	iPC815		0.0
P_YPO3768	R_FADRx	iPC815		0.0
P_YPO3768	R_FE3Ri	iPC815		0.0
P_YPO3768	R_FLVR	iPC815		0.0
P_YPO3768	R_FLVRx	iPC815		0.0
P_YPO3768	R_FMNRx	iPC815		0.0
P_YPO3768	R_FMNRx2	iPC815		0.0
P_YPO3769	R_OPHBDC	iPC815		0.0
P_YPO3771	R_PPBNGS	iPC815		0.0
P_YPO3779	R_OPHHX	iPC815		0.0
P_YPO3781	R_AMMQLT8	iPC815		0.0
P_YPO3786	R_PYNP2r	iPC815		0.0
P_YPO3788	R_METS	iPC815		0.0
P_YPO3793+YPO3794+YPO3795+YPO3796	R_G3PCabcpp	iPC815		0.0
P_YPO3793+YPO3794+YPO3795+YPO3796	R_G3PEabcpp	iPC815		0.0
P_YPO3793+YPO3794+YPO3795+YPO3796	R_G3PGabcpp	iPC815		0.0
P_YPO3793+YPO3794+YPO3795+YPO3796	R_G3PIabcpp	iPC815		0.0
P_YPO3793+YPO3794+YPO3795+YPO3796	R_G3PSabcpp	iPC815		0.0
P_YPO3793+YPO3794+YPO3795+YPO3796	R_GLYC3Pabcpp	iPC815		0.0
P_YPO3804+YPO3805+YPO3806+YPO3807	R_LEUabcpp	iPC815		0.0
P_YPO3804+YPO3805+YPO3806+YPO3807+YPO3808	R_ILEabcpp	iPC815		0.0
P_YPO3804+YPO3805+YPO3806+YPO3807+YPO3808	R_LEUabcpp	iPC815		0.0
P_YPO3804+YPO3805+YPO3806+YPO3807+YPO3808	R_THRabcpp	iPC815		0.0
P_YPO3804+YPO3805+YPO3806+YPO3807+YPO3808	R_VALabcpp	iPC815		0.0
P_YPO3820	R_CD2abcpp	iPC815		0.0
P_YPO3820	R_COBALT2abcpp	iPC815		0.0
P_YPO3820	R_CU2abcpp	iPC815		0.0
P_YPO3820	R_HG2abcpp	iPC815		0.0
P_YPO3820	R_NI2abcpp	iPC815		0.0
P_YPO3820	R_ZN2abcpp	iPC815		0.0
P_YPO3824+YPO3825	R_G3PD5	iPC815		0.0
P_YPO3824+YPO3825	R_G3PD6	iPC815		0.0
P_YPO3824+YPO3825	R_G3PD7	iPC815		0.0
P_YPO3827	R_GPDDA1	iPC815		0.0
P_YPO3827	R_GPDDA2	iPC815		0.0
P_YPO3827	R_GPDDA3	iPC815		0.0
P_YPO3827	R_GPDDA4	iPC815		0.0
P_YPO3827	R_GPDDA5	iPC815		0.0
P_YPO3830	R_LPLIPAL2A120	iPC815		0.0
P_YPO3830	R_LPLIPAL2A141	iPC815		0.0
P_YPO3830	R_LPLIPAL2A161	iPC815		0.0
P_YPO3830	R_LPLIPAL2E120	iPC815		0.0
P_YPO3830	R_LPLIPAL2E141	iPC815		0.0
P_YPO3830	R_LPLIPAL2E161	iPC815		0.0
P_YPO3830	R_LPLIPAL2G120	iPC815		0.0
P_YPO3830	R_LPLIPAL2G141	iPC815		0.0
P_YPO3830	R_LPLIPAL2G161	iPC815		0.0
P_YPO3831	R_HOMt2pp	iPC815		0.0
P_YPO3832	R_THRt2pp	iPC815		0.0
P_YPO3834	R_PLIPA1A120pp	iPC815		0.0
P_YPO3834	R_PLIPA1A141pp	iPC815		0.0
P_YPO3834	R_PLIPA1A161pp	iPC815		0.0
P_YPO3834	R_PLIPA1E120pp	iPC815		0.0
P_YPO3834	R_PLIPA1E140pp	iPC815		0.0
P_YPO3834	R_PLIPA1E141pp	iPC815		0.0
P_YPO3834	R_PLIPA1E160pp	iPC815		0.0
P_YPO3834	R_PLIPA1E161pp	iPC815		0.0
P_YPO3834	R_PLIPA1E180pp	iPC815		0.0
P_YPO3834	R_PLIPA1E181pp	iPC815		0.0
P_YPO3834	R_PLIPA1G120pp	iPC815		0.0
P_YPO3834	R_PLIPA1G140pp	iPC815		0.0
P_YPO3834	R_PLIPA1G141pp	iPC815		0.0
P_YPO3834	R_PLIPA1G160pp	iPC815		0.0
P_YPO3834	R_PLIPA1G161pp	iPC815		0.0
P_YPO3834	R_PLIPA1G180pp	iPC815		0.0
P_YPO3834	R_PLIPA1G181pp	iPC815		0.0
P_YPO3834	R_PLIPA2A120pp	iPC815		0.0
P_YPO3834	R_PLIPA2A141pp	iPC815		0.0
P_YPO3834	R_PLIPA2A161pp	iPC815		0.0
P_YPO3834	R_PLIPA2E120pp	iPC815		0.0
P_YPO3834	R_PLIPA2E141pp	iPC815		0.0
P_YPO3834	R_PLIPA2E161pp	iPC815		0.0
P_YPO3834	R_PLIPA2G120pp	iPC815		0.0
P_YPO3834	R_PLIPA2G141pp	iPC815		0.0
P_YPO3834	R_PLIPA2G161pp	iPC815		0.0
P_YPO3837	R_COBALT2tpp	iPC815		0.0
P_YPO3837	R_MG2tpp	iPC815		0.0
P_YPO3837	R_NI2tpp	iPC815		0.0
P_YPO3845	R_DAPE	iPC815		0.0
P_YPO3848	R_ADNCYC	iPC815		0.0
P_YPO3849	R_HMBS	iPC815	WP_014947801.1	596.0
P_YPO3850	R_UPP3S	iPC815		0.0
P_YPO3851	R_UPP3MT	iPC815	WP_061438952.1	595.0
P_YPO3854	R_ALAt2pp	iPC815		0.0
P_YPO3854	R_BALAt2pp	iPC815		0.0
P_YPO3854	R_DALAt2pp	iPC815		0.0
P_YPO3854	R_DSERt2pp	iPC815		0.0
P_YPO3854	R_GLYt2pp	iPC815		0.0
P_YPO3868	R_PAPSR	iPC815		0.0
P_YPO3868	R_RNDR1	iPC815		0.0
P_YPO3868	R_RNDR2	iPC815		0.0
P_YPO3868	R_RNDR3	iPC815		0.0
P_YPO3868	R_RNDR4	iPC815		0.0
P_YPO3888	R_DPR	iPC815		0.0
P_YPO3888	R_KARA1	iPC815		0.0
P_YPO3888	R_KARA2	iPC815		0.0
P_YPO3897	R_DHAD1	iPC815		0.0
P_YPO3897	R_DHAD2	iPC815		0.0
P_YPO3899	R_ILETA	iPC815		0.0
P_YPO3899	R_LEUTAi	iPC815		0.0
P_YPO3899	R_PHETA1	iPC815		0.0
P_YPO3899	R_VALTA	iPC815		0.0
P_YPO3906+YPO3907+YPO3908	R_RIBabcpp	iPC815		0.0
P_YPO3909	R_GLUR	iPC815		0.0
P_YPO3914	R_NADTRHD	iPC815		0.0
P_YPO3924	R_ARGSL	iPC815		0.0
P_YPO3925	R_ACGK	iPC815		0.0
P_YPO3927	R_AGPR	iPC815		0.0
P_YPO3928	R_ACODA	iPC815		0.0
P_YPO3928	R_NACODA	iPC815		0.0
P_YPO3929	R_PPC	iPC815		0.0
P_YPO3937	R_G3PD5	iPC815		0.0
P_YPO3940	R_GLGC	iPC815		0.0
P_YPO3941	R_GLDBRAN2	iPC815		0.0
P_YPO3942	R_GLBRAN2	iPC815		0.0
P_YPO3949	R_ASAD	iPC815		0.0
P_YPO3953	R_GNK	iPC815		0.0
P_YPO3954	R_GLCNt2rpp	iPC815		0.0
P_YPO3967	R_PIt2rpp	iPC815		0.0
P_YPO3971	R_GLUDy	iPC815	WP_061485812.1	842.0
P_YPO3977	R_GTHOr	iPC815		0.0
P_YPO3980	R_GLYCK2	iPC815		0.0
P_YPO3986	R_CDAPPA120	iPC815		0.0
P_YPO3986	R_CDAPPA140	iPC815		0.0
P_YPO3986	R_CDAPPA141	iPC815		0.0
P_YPO3986	R_CDAPPA160	iPC815		0.0
P_YPO3986	R_CDAPPA161	iPC815		0.0
P_YPO3986	R_CDAPPA180	iPC815		0.0
P_YPO3986	R_CDAPPA181	iPC815		0.0
P_YPO3990	R_DDGLK	iPC815		0.0
P_YPO3992	R_ASPt2_2pp	iPC815		0.0
P_YPO3992	R_FUMt2_2pp	iPC815		0.0
P_YPO3992	R_MALDt2_2pp	iPC815		0.0
P_YPO3992	R_MALt2_2pp	iPC815		0.0
P_YPO3992	R_OROTt2_2pp	iPC815		0.0
P_YPO3992	R_SUCCt2_2pp	iPC815		0.0
P_YPO3996	R_CDGUNPD	iPC815		0.0
P_YPO3999+YPO4000+YPO4001+YPO4002+YPO4003	R_ALAALAabcpp	iPC815	WP_014948676.1	103.2
P_YPO3999+YPO4000+YPO4001+YPO4002+YPO4003	R_CGLYabcpp	iPC815	WP_014948676.1	103.2
P_YPO3999+YPO4000+YPO4001+YPO4002+YPO4003	R_PROGLYabcpp	iPC815	WP_014948676.1	103.2
P_YPO4035+YPO4036+YPO4037	R_XYLabcpp	iPC815		0.0
P_YPO4038	R_XYLI1	iPC815		0.0
P_YPO4038	R_XYLI2	iPC815		0.0
P_YPO4039	R_DXYLK	iPC815		0.0
P_YPO4039	R_XYLK	iPC815		0.0
P_YPO4048	R_Kt3pp	iPC815		0.0
P_YPO4048	R_NAt3pp	iPC815		0.0
P_YPO4056+YPO4057	R_FDH4pp	iPC815		0.0
P_YPO4056+YPO4057	R_FDH5pp	iPC815		0.0
P_YPO4061	R_SPODM	iPC815		0.0
P_YPO4067	R_M1PD	iPC815		0.0
P_YPO4078	R_2DGLCNRx	iPC815		0.0
P_YPO4078	R_2DGLCNRy	iPC815		0.0
P_YPO4078	R_2DGULRx	iPC815		0.0
P_YPO4078	R_2DGULRy	iPC815		0.0
P_YPO4078	R_DKGLCNR2x	iPC815		0.0
P_YPO4078	R_DKGLCNR2y	iPC815		0.0
P_YPO4078	R_GLYCLTDx	iPC815		0.0
P_YPO4078	R_GLYCLTDy	iPC815		0.0
P_YPO4078	R_HPYRRx	iPC815		0.0
P_YPO4078	R_HPYRRy	iPC815		0.0
P_YPO4080	R_AAMYLpp	iPC815		0.0
P_YPO4082	R_VPAMTr	iPC815		0.0
P_YPO4089	R_THRD_L	iPC815		0.0
P_YPO4090	R_ORNCD	iPC815		0.0
P_YPO4114+YPO4115+YPO4116+YPO4117	R_PIuabcpp	iPC815		0.0
P_YPO4118	R_GF6PTA	iPC815		0.0
P_YPO4119	R_G1PACT	iPC815		0.0
P_YPO4119	R_UAGDP	iPC815		0.0
P_YPO4120+YPO4121+YPO4122+YPO4123+YPO4124+YPO4125+YPO4126+YPO4127	R_ATPS4rpp	iPC815	WP_039221268.1	110.625
P_YPO4120+YPO4121+YPO4122+YPO4123+YPO4124+YPO4125+YPO4126+YPO4127+YPO4128	R_ATPS4rpp	iPC815	WP_039221268.1	98.33333333333333
P_YPR035W	R_GLNS	iMM904		0.0
P_YPR060C	R_CHORM	iMM904		0.0
P_YPR062W	R_CSND	iMM904		0.0
P_YPR069C	R_SPMS	iMM904		0.0
P_YPR074C	R_TKT1	iMM904		0.0
P_YPR074C	R_TKT2	iMM904		0.0
P_YPR121W	R_HMPK1	iMM904		0.0
P_YPR138C	R_NH4t	iMM904		0.0
P_YPR145W	R_ASNS1	iMM904		0.0
P_YPR192W	R_H2Ot	iMM904		0.0
P_acpH	R_FA120ACPHi	iSDY_1059		0.0
P_acpH	R_FA120ACPHi	iSF_1195		0.0
P_acpH	R_FA141ACPHi	iSDY_1059		0.0
P_acpH	R_FA141ACPHi	iSF_1195		0.0
P_acpH	R_FA161ACPHi	iSDY_1059		0.0
P_acpH	R_FA161ACPHi	iSF_1195		0.0
P_acpH	R_FA80ACPHi	iSDY_1059		0.0
P_acpH	R_FA80ACPHi	iSF_1195		0.0
P_adhP	R_ALCD2x	iSbBS512_1146		0.0
P_agp	R_G1PPpp	iSbBS512_1146		0.0
P_agp	R_GAL1PPpp	iSbBS512_1146		0.0
P_allB	R_ALLTN	iSSON_1240		0.0
P_astB	R_SADH	iSF_1195		0.0
P_astC	R_ACOTA	iSDY_1059		0.0
P_astC	R_ACOTA	iSF_1195		0.0
P_astC	R_SOTA	iSDY_1059		0.0
P_astC	R_SOTA	iSF_1195		0.0
P_astD	R_SGSAD	iSSON_1240		0.0
P_b0002	R_ASPK	iML1515		0.0
P_b0002	R_HSDy	iML1515		0.0
P_b0003	R_4HTHRK	iML1515		0.0
P_b0003	R_HSK	iML1515		0.0
P_b0004	R_THRS	iML1515		0.0
P_b0007	R_ALAt4pp	iML1515		0.0
P_b0007	R_GLYt4pp	iML1515		0.0
P_b0008	R_TALA	iML1515		0.0
P_b0010	R_ACt2rpp	iML1515		0.0
P_b0010	R_SUCCt2_2pp	iML1515		0.0
P_b0019	R_NAt3_2pp	iML1515		0.0
P_b0025	R_FMNAT	iML1515		0.0
P_b0025	R_RBFK	iML1515		0.0
P_b0029	R_DMPPS	iML1515		0.0
P_b0029	R_IPDPS	iML1515		0.0
P_b0030	R_ADNUC	iML1515		0.0
P_b0030	R_CYTDH	iML1515		0.0
P_b0030	R_INSH	iML1515		0.0
P_b0030	R_URIH	iML1515		0.0
P_b0030	R_XTSNH	iML1515		0.0
P_b0031	R_DHDPRy	iML1515		0.0
P_b0032+b0033	R_CBPS	iML1515		0.0
P_b0036	R_CRNCDH	iML1515		0.0
P_b0038	R_CRNCBCT	iML1515		0.0
P_b0040	R_CRNt7pp	iML1515		0.0
P_b0040	R_CRNt8pp	iML1515		0.0
P_b0046	R_NADH10	iML1515		0.0
P_b0046	R_NADH5	iML1515		0.0
P_b0046	R_NADH9	iML1515		0.0
P_b0047	R_Kt3pp	iML1515		0.0
P_b0048	R_DHFR	iML1515		0.0
P_b0049	R_AP4AH	iML1515		0.0
P_b0052+b2564	R_PDX5PS	iML1515		0.0
P_b0061	R_RBP4E	iML1515		0.0
P_b0062	R_ARAI	iML1515		0.0
P_b0063	R_RBK_L1	iML1515		0.0
P_b0063	R_XYLK	iML1515		0.0
P_b0063	R_XYLK2	iML1515		0.0
P_b0066+b0067+b0068	R_THMabcpp	iML1515		0.0
P_b0070	R_LCTSt3ipp	iML1515		0.0
P_b0071+b0072	R_IPPMIa	iML1515		0.0
P_b0071+b0072	R_IPPMIb	iML1515		0.0
P_b0073	R_IPMD	iML1515		0.0
P_b0074	R_IPPS	iML1515		0.0
P_b0077+b0078	R_ACHBS	iML1515		0.0
P_b0077+b0078	R_ACLS	iML1515		0.0
P_b0084+b0149+b0635	R_MCTP1App	iML1515		0.0
P_b0084+b0149+b0635	R_MCTP2App	iML1515		0.0
P_b0084+b0635+b3396	R_MCTP1App	iML1515		0.0
P_b0084+b0635+b3396	R_MCTP2App	iML1515		0.0
P_b0085	R_UAAGDS	iML1515		0.0
P_b0086	R_UGMDDS	iML1515		0.0
P_b0087	R_PAPPT3	iML1515		0.0
P_b0088	R_UAMAGS	iML1515		0.0
P_b0089+b0149+b1069	R_MPTG	iML1515		0.0
P_b0089+b0149+b1069	R_MPTG2	iML1515		0.0
P_b0089+b1069+b2519	R_MPTG	iML1515		0.0
P_b0089+b1069+b2519	R_MPTG2	iML1515		0.0
P_b0089+b1069+b3208	R_MPTG	iML1515		0.0
P_b0089+b1069+b3208	R_MPTG2	iML1515		0.0
P_b0089+b1069+b3396	R_MPTG	iML1515		0.0
P_b0089+b1069+b3396	R_MPTG2	iML1515		0.0
P_b0090	R_UAGPT3	iML1515		0.0
P_b0091	R_UAMAS	iML1515		0.0
P_b0092	R_ALAALAr	iML1515		0.0
P_b0099	R_DNTPPA	iML1515		0.0
P_b0099	R_NTPP1	iML1515		0.0
P_b0099	R_NTPP2	iML1515		0.0
P_b0103	R_DPCOAK	iML1515		0.0
P_b0104	R_GMPR	iML1515		0.0
P_b0109	R_NNDPR	iML1515		0.0
P_b0110	R_AGM3PA	iML1515		0.0
P_b0110	R_AGM4PA	iML1515		0.0
P_b0110	R_AM3PA	iML1515		0.0
P_b0110	R_AM4PA	iML1515		0.0
P_b0112	R_HISt2rpp	iML1515		0.0
P_b0112	R_PHEt2rpp	iML1515		0.0
P_b0112	R_TRPt2rpp	iML1515		0.0
P_b0112	R_TYRt2rpp	iML1515		0.0
P_b0114+b0115+b0116	R_PDH	iML1515		0.0
P_b0116+b0726+b0727	R_AKGDH	iML1515		0.0
P_b0116+b2903+b2904+b2905	R_GLYCL	iML1515		0.0
P_b0118	R_ACONTa	iML1515		0.0
P_b0118	R_ACONTb	iML1515		0.0
P_b0118	R_MICITDr	iML1515		0.0
P_b0120	R_ADMDC	iML1515		0.0
P_b0121	R_SPMS	iML1515		0.0
P_b0123	R_CU1Opp	iML1515		0.0
P_b0123	R_FEROpp	iML1515		0.0
P_b0124	R_GLCDpp	iML1515		0.0
P_b0125	R_GUAPRT	iML1515		0.0
P_b0125	R_HXPRT	iML1515		0.0
P_b0126	R_HCO3E	iML1515		0.0
P_b0131	R_ASP1DC	iML1515		0.0
P_b0133	R_PANTS	iML1515		0.0
P_b0134	R_MOHMT	iML1515		0.0
P_b0142	R_HPPK2	iML1515		0.0
P_b0150+b1252+b3005+b3006	R_FE3HOXtonex	iML1515		0.0
P_b0150+b1252+b3005+b3006	R_FEOXAMtonex	iML1515		0.0
P_b0151+b0152+b0153	R_CPGNabcpp	iML1515		0.0
P_b0151+b0152+b0153	R_FE3HOXabcpp	iML1515		0.0
P_b0151+b0152+b0153	R_FEOXAMabcpp	iML1515		0.0
P_b0154	R_G1SAT	iML1515		0.0
P_b0155	R_CLt3_2pp	iML1515		0.0
P_b0159	R_5DOAN	iML1515		0.0
P_b0159	R_AHCYSNS	iML1515		0.0
P_b0159	R_MTAN	iML1515		0.0
P_b0160	R_NTPTP1	iML1515		0.0
P_b0160	R_NTPTP2	iML1515		0.0
P_b0166	R_THDPS	iML1515		0.0
P_b0171	R_UMPK	iML1515		0.0
P_b0173	R_DXPRIi	iML1515		0.0
P_b0174	R_UDCPDPS	iML1515		0.0
P_b0175	R_DASYN120	iML1515		0.0
P_b0175	R_DASYN140	iML1515		0.0
P_b0175	R_DASYN141	iML1515		0.0
P_b0175	R_DASYN160	iML1515		0.0
P_b0175	R_DASYN161	iML1515		0.0
P_b0175	R_DASYN180	iML1515		0.0
P_b0175	R_DASYN181	iML1515		0.0
P_b0180	R_3HAD80	iML1515		0.0
P_b0185+b2316+b3255+b3256	R_ACCOAC	iML1515		0.0
P_b0186	R_LYSDC	iML1515		0.0
P_b0197+b0198+b0199	R_METDabcpp	iML1515		0.0
P_b0197+b0198+b0199	R_METabcpp	iML1515		0.0
P_b0207	R_ALR2	iML1515		0.0
P_b0207	R_DKGLCNR1	iML1515		0.0
P_b0211	R_MLTGY1pp	iML1515		0.0
P_b0211	R_MLTGY2pp	iML1515		0.0
P_b0211	R_MLTGY3pp	iML1515		0.0
P_b0211	R_MLTGY4pp	iML1515		0.0
P_b0212	R_GLYOX	iML1515		0.0
P_b0221	R_ACOAD1f	iML1515		0.0
P_b0221	R_ACOAD2f	iML1515		0.0
P_b0221	R_ACOAD3f	iML1515		0.0
P_b0221	R_ACOAD4f	iML1515		0.0
P_b0221	R_ACOAD5f	iML1515		0.0
P_b0221	R_ACOAD6f	iML1515		0.0
P_b0221	R_ACOAD7f	iML1515		0.0
P_b0221	R_ACOAD8f	iML1515		0.0
P_b0237	R_AMPTASECG	iML1515		0.0
P_b0237	R_AMPTASEPG	iML1515		0.0
P_b0237	R_LALGP	iML1515		0.0
P_b0238	R_GUAPRT	iML1515		0.0
P_b0238	R_HXPRT	iML1515		0.0
P_b0238	R_XPPT	iML1515		0.0
P_b0241	R_12PPDRtex	iML1515		0.0
P_b0241	R_12PPDStex	iML1515		0.0
P_b0241	R_23CAMPtex	iML1515		0.0
P_b0241	R_23CCMPtex	iML1515		0.0
P_b0241	R_23CGMPtex	iML1515		0.0
P_b0241	R_23CUMPtex	iML1515		0.0
P_b0241	R_23DAPPAtex	iML1515		0.0
P_b0241	R_26DAHtex	iML1515		0.0
P_b0241	R_34dhpactex	iML1515		0.0
P_b0241	R_3AMPtex	iML1515		0.0
P_b0241	R_3CMPtex	iML1515		0.0
P_b0241	R_3GMPtex	iML1515		0.0
P_b0241	R_3PEPTtex	iML1515		0.0
P_b0241	R_3UMPtex	iML1515		0.0
P_b0241	R_4ABZGLUtex	iML1515		0.0
P_b0241	R_4HOXPACDtex	iML1515		0.0
P_b0241	R_4PEPTtex	iML1515		0.0
P_b0241	R_5DGLCNtex	iML1515		0.0
P_b0241	R_5MTRtex	iML1515		0.0
P_b0241	R_ABUTtex	iML1515		0.0
P_b0241	R_ACACtex	iML1515		0.0
P_b0241	R_ACALDtex	iML1515		0.0
P_b0241	R_ACGAL1Ptex	iML1515		0.0
P_b0241	R_ACGALtex	iML1515		0.0
P_b0241	R_ACGAM1Ptex	iML1515		0.0
P_b0241	R_ACGAtex	iML1515		0.0
P_b0241	R_ACMANAtex	iML1515		0.0
P_b0241	R_ACMUMtex	iML1515		0.0
P_b0241	R_ACSERtex	iML1515		0.0
P_b0241	R_ACtex	iML1515		0.0
P_b0241	R_ADEtex	iML1515		0.0
P_b0241	R_AGMtex	iML1515		0.0
P_b0241	R_AI2tex	iML1515		0.0
P_b0241	R_AKGtex	iML1515		0.0
P_b0241	R_ALAALAtex	iML1515		0.0
P_b0241	R_ALAtex	iML1515		0.0
P_b0241	R_ALLTNtex	iML1515		0.0
P_b0241	R_ALLtex	iML1515		0.0
P_b0241	R_AMPtex	iML1515		0.0
P_b0241	R_ANHGMtex	iML1515		0.0
P_b0241	R_ARBTtex	iML1515		0.0
P_b0241	R_ARBtex	iML1515		0.0
P_b0241	R_ARGtex	iML1515		0.0
P_b0241	R_ASCBtex	iML1515		0.0
P_b0241	R_ASNtex	iML1515		0.0
P_b0241	R_ASO3tex	iML1515		0.0
P_b0241	R_ASPtex	iML1515		0.0
P_b0241	R_BALAtex	iML1515		0.0
P_b0241	R_BTNtex	iML1515		0.0
P_b0241	R_BUTSO3tex	iML1515		0.0
P_b0241	R_BUTtex	iML1515		0.0
P_b0241	R_CA2tex	iML1515		0.0
P_b0241	R_CD2tex	iML1515		0.0
P_b0241	R_CGLYtex	iML1515		0.0
P_b0241	R_CHLtex	iML1515		0.0
P_b0241	R_CHTBStex	iML1515		0.0
P_b0241	R_CITtex	iML1515		0.0
P_b0241	R_CLBtex	iML1515		0.0
P_b0241	R_CLtex	iML1515		0.0
P_b0241	R_CMPtex	iML1515		0.0
P_b0241	R_CMtex	iML1515		0.0
P_b0241	R_CO2tex	iML1515		0.0
P_b0241	R_COBALT2tex	iML1515		0.0
P_b0241	R_CRNtex	iML1515		0.0
P_b0241	R_CSNtex	iML1515		0.0
P_b0241	R_CU2tex	iML1515		0.0
P_b0241	R_CUtex	iML1515		0.0
P_b0241	R_CYANtex	iML1515		0.0
P_b0241	R_CYNTtex	iML1515		0.0
P_b0241	R_CYSDtex	iML1515		0.0
P_b0241	R_CYStex	iML1515		0.0
P_b0241	R_CYTDtex	iML1515		0.0
P_b0241	R_DALAtex	iML1515		0.0
P_b0241	R_DAMPtex	iML1515		0.0
P_b0241	R_DAPtex	iML1515		0.0
P_b0241	R_DCAtex	iML1515		0.0
P_b0241	R_DCMPtex	iML1515		0.0
P_b0241	R_DDGLCNtex	iML1515		0.0
P_b0241	R_DGMPtex	iML1515		0.0
P_b0241	R_DGSNtex	iML1515		0.0
P_b0241	R_DHAtex	iML1515		0.0
P_b0241	R_DIMPtex	iML1515		0.0
P_b0241	R_DINStex	iML1515		0.0
P_b0241	R_DMSOtex	iML1515		0.0
P_b0241	R_DMStex	iML1515		0.0
P_b0241	R_DOPAtex	iML1515		0.0
P_b0241	R_DOXRBCNtex	iML1515		0.0
P_b0241	R_DSERtex	iML1515		0.0
P_b0241	R_DTMPtex	iML1515		0.0
P_b0241	R_DUMPtex	iML1515		0.0
P_b0241	R_D_LACtex	iML1515		0.0
P_b0241	R_ETHAtex	iML1515		0.0
P_b0241	R_ETHSO3tex	iML1515		0.0
P_b0241	R_ETOHtex	iML1515		0.0
P_b0241	R_F6Ptex	iML1515		0.0
P_b0241	R_FADtex	iML1515		0.0
P_b0241	R_FALDtex	iML1515		0.0
P_b0241	R_FE2tex	iML1515		0.0
P_b0241	R_FE3tex	iML1515		0.0
P_b0241	R_FMNtex	iML1515		0.0
P_b0241	R_FORtex	iML1515		0.0
P_b0241	R_FRULYStex	iML1515		0.0
P_b0241	R_FRUURtex	iML1515		0.0
P_b0241	R_FRUtex	iML1515		0.0
P_b0241	R_FUCtex	iML1515		0.0
P_b0241	R_FUMtex	iML1515		0.0
P_b0241	R_FUSAtex	iML1515		0.0
P_b0241	R_G1Ptex	iML1515		0.0
P_b0241	R_G3PCtex	iML1515		0.0
P_b0241	R_G3PEtex	iML1515		0.0
P_b0241	R_G3PGtex	iML1515		0.0
P_b0241	R_G3PItex	iML1515		0.0
P_b0241	R_G3PStex	iML1515		0.0
P_b0241	R_G6Ptex	iML1515		0.0
P_b0241	R_GAL1Ptex	iML1515		0.0
P_b0241	R_GALBDtex	iML1515		0.0
P_b0241	R_GALCTNLtex	iML1515		0.0
